time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653647266225,-2.55,-0.59,1.73,-4.12,3.61,11.04,-29.75,-26.18,-1.55
1653647266230,-2.59,-0.42,2.15,-3.88,3.71,11.46,-25.72,-40.6,3.91
1653647266234,-2.47,-0.31,2.48,-3.56,3.71,11.58,-17.78,-56.04,8.81
1653647266239,-2.13,-0.27,2.66,-2.99,3.6,11.59,-9.52,-65.35,10.87
1653647266244,-1.73,-0.34,2.67,-2.64,3.47,11.48,-0.52,-71.82,11.33
1653647266249,-1.3,-0.5,2.53,-2.07,3.14,11.02,9.1,-74.8,10.49
1653647266254,-0.9,-0.75,2.19,-1.66,2.87,10.63,18.72,-74.9,8.95
1653647266258,-0.52,-1.03,1.78,-1.32,2.62,10.36,27.44,-74.13,6.99
1653647266263,-0.22,-1.29,1.45,-1.09,2.46,10.15,33,-73.33,5.24
1653647266268,0.04,-1.55,1.18,-0.75,2.24,9.59,41.19,-69.86,2.47
1653647266273,0.27,-1.75,0.78,-0.59,2.07,8.91,47.28,-63.14,0.62
1653647266278,0.43,-1.95,0.19,-0.43,1.93,8.19,52.85,-53.13,-1.17
1653647266282,0.54,-2.12,-0.52,-0.35,1.79,7.47,57.78,-40.63,-2.46
1653647266287,0.63,-2.3,-1.2,-0.32,1.7,6.73,60.97,-29.92,-2.88
1653647266292,0.66,-2.43,-1.91,-0.36,1.7,6.22,64.4,-14.77,-3.09
1653647266297,0.63,-2.49,-2.57,-0.55,1.73,5.47,66.85,3.01,-2.01
1653647266302,0.51,-2.5,-3.15,-0.77,1.75,4.97,67.58,15.01,-0.54
1653647266306,0.32,-2.52,-3.61,-0.98,1.76,4.53,66.99,24.78,1.53
1653647266311,0.13,-2.54,-4.02,-1.21,1.83,4.05,65.66,32.27,3.98
1653647266316,-0.07,-2.52,-4.43,-1.39,1.91,3.58,63.07,37.73,6.64
1653647266321,-0.25,-2.47,-4.85,-1.53,2,3.25,59.92,41.61,9.33
1653647266326,-0.39,-2.38,-5.23,-1.72,2.13,2.86,57.33,42.7,11.19
1653647266330,-0.53,-2.31,-5.51,-1.86,2.27,2.64,51.94,42.87,13.85
1653647266335,-0.66,-2.19,-5.74,-1.86,2.33,2.44,46.76,40.7,14.97
1653647266340,-0.69,-2.11,-5.9,-1.76,2.44,2.29,40.81,36.05,15.53
1653647266345,-0.55,-2.06,-5.97,-1.86,2.54,2.16,36.15,32.06,15.56
1653647266350,-0.61,-1.94,-6.06,-2.1,2.71,2.03,27.72,24.88,14.86
1653647266355,-0.78,-1.82,-6.14,-2.19,2.8,2.04,20.16,18.69,13.78
1653647266359,-0.92,-1.69,-6.12,-2.24,2.94,2.13,12.18,12.14,12.41
1653647266364,-0.97,-1.57,-6.02,-2.22,3.01,2.23,6.05,7.28,11.36
1653647266369,-0.96,-1.45,-5.84,-2.11,3.12,2.5,-2.13,0.8,9.65
1653647266374,-0.89,-1.36,-5.62,-1.98,3.18,2.76,-12.25,-6.65,7.97
1653647266379,-0.77,-1.26,-5.34,-1.86,3.22,2.97,-19.56,-11.86,6.39
1653647266383,-0.62,-1.19,-5.05,-1.64,3.27,3.32,-26.32,-15.71,4.89
1653647266388,-0.46,-1.12,-4.76,-1.45,3.3,3.68,-31.74,-18.13,3
1653647266393,-0.29,-1.05,-4.42,-1.33,3.36,4.06,-35.77,-19.7,0.65
1653647266398,-0.13,-0.96,-3.96,-1.18,3.48,4.56,-38.15,-19.63,-1.87
1653647266403,-0.01,-0.85,-3.51,-1.08,3.59,4.78,-39.79,-18.27,-4.25
1653647266407,0.09,-0.7,-3.24,-1.02,3.65,5.07,-41.19,-16.13,-6.77
1653647266412,0.15,-0.58,-2.98,-1.01,3.73,5.32,-42.24,-14.14,-9.25
1653647266417,0.18,-0.47,-2.66,-1.06,3.82,5.68,-43.36,-12.25,-10.51
1653647266422,0.14,-0.36,-2.36,-1.15,3.89,5.86,-44.94,-9.17,-12.05
1653647266427,0.05,-0.23,-2.11,-1.26,3.98,6.11,-46.76,-5.39,-12.82
1653647266431,-0.06,-0.11,-1.87,-1.47,4.11,6.42,-49.35,0.52,-12.4
1653647266436,-0.25,0.05,-1.57,-1.76,4.25,6.84,-51.1,6.23,-11
1653647266441,-0.46,0.19,-1.25,-1.9,4.34,7.12,-52.39,12.18,-8.66
1653647266446,-0.65,0.34,-0.9,-2.04,4.44,7.68,-53.3,17.6,-5.09
1653647266451,-0.76,0.46,-0.48,-2.08,4.48,8,-53.06,22.57,-0.92
1653647266455,-0.81,0.56,-0.05,-2.04,4.56,8.55,-52.29,26.56,4.01
1653647266460,-0.78,0.65,0.38,-1.98,4.61,8.82,-50.36,30.1,9.3
1653647266465,-0.68,0.74,0.75,-1.91,4.7,9.23,-47.6,32.9,14.79
1653647266470,-0.59,0.83,1.06,-1.93,4.82,9.57,-45.29,34.86,18.82
1653647266475,-0.58,0.96,1.38,-1.96,4.99,9.88,-40.28,36.96,25.82
1653647266479,-0.59,1.13,1.68,-1.97,5.16,10.13,-36.05,37.41,31.24
1653647266484,-0.58,1.32,1.94,-1.92,5.35,10.35,-31.57,36.96,36.56
1653647266489,-0.55,1.5,2.16,-1.83,5.48,10.51,-26.74,35.84,41.64
1653647266494,-0.44,1.68,2.35,-1.7,5.62,10.77,-21.59,33.98,46.33
1653647266499,-0.29,1.82,2.58,-1.54,5.83,10.97,-16.24,31.18,50.35
1653647266503,-0.16,1.98,2.76,-1.49,5.98,11.03,-10.81,28.07,53.82
1653647266508,-0.08,2.13,2.83,-1.49,6.17,11.1,-5.25,24.5,56.72
1653647266513,-0.06,2.27,2.88,-1.46,6.33,11.35,-1.36,21.1,58.4
1653647266518,-0.06,2.43,3.03,-1.4,6.47,11.59,4.69,12.91,60.08
1653647266523,-0.01,2.57,3.33,-1.22,6.62,11.77,8.82,5.67,60.26
1653647266527,0.08,2.67,3.49,-1.16,6.74,11.81,12.11,-1.4,59.56
1653647266532,0.16,2.75,3.54,-1.08,6.87,11.95,14.42,-8.64,57.81
1653647266537,0.21,2.86,3.62,-1.02,6.95,12.1,15.82,-15.89,55.43
1653647266542,0.26,2.94,3.79,-0.92,7.12,12.43,16.52,-22.85,52.56
1653647266547,0.31,3.03,4.03,-0.86,7.19,12.65,16.76,-28.73,49.23
1653647266551,0.34,3.11,4.26,-0.81,7.23,12.72,16.73,-32.16,45.63
1653647266556,0.35,3.13,4.36,-0.69,7.22,12.7,16.13,-32.3,41.85
1653647266561,0.41,3.09,4.34,-0.62,7.25,12.7,15.33,-29.57,38.24
1653647266566,0.46,3.08,4.31,-0.62,7.29,12.66,13.65,-24.81,34.95
1653647266571,0.46,3.11,4.27,-0.58,7.23,12.63,11.37,-18.48,32.29
1653647266576,0.47,3.06,4.22,-0.57,7.15,12.57,8.47,-10.67,29.95
1653647266581,0.46,2.94,4.14,-0.59,6.97,12.5,4.69,-2.76,28.09
1653647266585,0.45,2.78,4.06,-0.61,6.78,12.43,1.05,5.39,26.66
1653647266590,0.42,2.6,3.98,-0.71,6.73,12.49,-2.94,12.18,26.03
1653647266595,0.36,2.47,3.98,-0.86,6.73,12.56,-7.14,17.18,26.13
1653647266600,0.24,2.45,4.02,-1.05,6.73,12.6,-11.51,20.51,26.41
1653647266604,0.05,2.45,4.05,-1.28,6.72,12.58,-15.92,22.75,26.76
1653647266609,-0.15,2.44,4.02,-1.51,6.67,12.59,-20.26,23.87,26.97
1653647266614,-0.38,2.41,4,-1.65,6.58,12.64,-22.92,24.22,27.36
1653647266619,-0.57,2.33,4,-1.81,6.43,12.82,-26.25,23.62,27.32
1653647266624,-0.71,2.21,4.09,-1.78,6.25,13.06,-27.26,21.98,27.36
1653647266628,-0.73,2.05,4.29,-1.66,6.05,13.35,-26.77,20.12,26.87
1653647266633,-0.62,1.87,4.54,-1.53,5.9,13.53,-24.5,17.39,25.78
1653647266638,-0.47,1.68,4.77,-1.4,5.6,13.71,-18.09,15.71,23.47
1653647266643,-0.34,1.45,4.91,-1.32,5.3,13.76,-12.18,15.71,21.51
1653647266648,-0.23,1.1,4.97,-1.11,4.83,13.93,-0.63,14.49,17.7
1653647266652,-0.08,0.7,5.05,-1.04,4.5,13.94,7.03,11.93,15.39
1653647266657,0.06,0.28,5.11,-1.01,4.02,13.66,19.81,8.26,11.92
1653647266662,0.11,-0.22,4.86,-0.96,3.58,13.24,29.33,6.33,9.68
1653647266667,0.15,-0.68,4.45,-0.92,3.25,12.78,35.94,5.56,8.49
1653647266672,0.19,-1.06,3.99,-0.89,3.01,11.99,43.4,5.98,7.83
1653647266676,0.22,-1.31,3.39,-1.02,2.93,11.51,49.73,8.36,9.4
1653647266681,0.13,-1.46,2.75,-1.13,2.92,10.85,52.88,10.15,12.31
1653647266686,0.02,-1.52,2.22,-1.23,2.87,10.35,54.42,11.65,16.12
1653647266691,-0.07,-1.59,1.72,-1.28,2.82,10.02,54.25,12.46,20.5
1653647266696,-0.15,-1.68,1.28,-1.41,2.73,9.45,52.46,12.84,24.38
1653647266700,-0.25,-1.78,0.85,-1.45,2.67,9.13,49.17,12.88,28.02
1653647266705,-0.32,-1.89,0.42,-1.48,2.64,8.71,44.87,12.21,30.61
1653647266710,-0.36,-1.96,0.02,-1.47,2.66,8.28,41.02,11.44,31.94
1653647266715,-0.36,-1.97,-0.32,-1.44,2.7,8.06,34.05,9.45,32.96
1653647266720,-0.34,-1.94,-0.61,-1.41,2.78,7.84,29.78,7.66,32.89
1653647266724,-0.3,-1.88,-0.83,-1.37,2.82,7.64,23.62,4.79,31.91
1653647266729,-0.28,-1.84,-1.02,-1.33,2.92,7.48,15.71,0.31,29.63
1653647266734,-0.27,-1.76,-1.14,-1.26,2.99,7.41,9.69,-3.11,27.36
1653647266739,-0.23,-1.69,-1.24,-1.18,2.99,7.41,3.85,-6.68,24.31
1653647266744,-0.16,-1.66,-1.26,-1.11,2.97,7.43,-0.1,-9.03,21.55
1653647266748,-0.08,-1.67,-1.24,-0.97,2.92,7.41,-6.05,-12,16.72
1653647266753,0.01,-1.69,-1.24,-0.92,2.83,7.38,-8.96,-12.81,13.67
1653647266758,0.08,-1.74,-1.27,-0.88,2.77,7.38,-11.93,-12.53,9.86
1653647266763,0.11,-1.82,-1.29,-0.9,2.67,7.36,-14.94,-10.71,5.62
1653647266768,0.1,-1.88,-1.3,-0.92,2.55,7.28,-16.38,-8.29,2.96
1653647266773,0.08,-1.96,-1.35,-0.99,2.49,7.23,-17.25,-5.98,1.49
1653647266777,0,-2.04,-1.43,-1.1,2.34,7.07,-18.2,-1.4,-0.01
1653647266782,-0.09,-2.13,-1.56,-1.19,2.22,6.91,-18.51,3.25,-0.29
1653647266787,-0.16,-2.22,-1.69,-1.24,2.16,6.75,-18.34,6.82,0.23
1653647266792,-0.23,-2.3,-1.89,-1.25,2.07,6.57,-17.6,12.18,1.56
1653647266797,-0.24,-2.37,-2.07,-1.31,2.01,6.36,-16.69,17.39,3.45
1653647266801,-0.28,-2.41,-2.27,-1.37,1.93,6.09,-14.98,23.55,6.85
1653647266806,-0.31,-2.46,-2.47,-1.41,1.93,5.87,-13.33,28,9.96
1653647266811,-0.33,-2.46,-2.69,-1.43,1.91,5.68,-11.76,31.46,13.5
1653647266816,-0.35,-2.46,-2.87,-1.46,1.94,5.46,-10.01,34.19,16.93
1653647266821,-0.35,-2.42,-3.08,-1.47,1.94,5.2,-8.29,36.26,20.71
1653647266825,-0.34,-2.41,-3.29,-1.47,1.99,4.98,-7.07,37.55,23.33
1653647266830,-0.33,-2.37,-3.53,-1.46,2.02,4.83,-4.79,38.53,27.46
1653647266835,-0.3,-2.32,-3.72,-1.41,2.09,4.58,-2.83,38.71,30.61
1653647266840,-0.24,-2.26,-3.9,-1.32,2.17,4.38,-1.54,38.04,32.99
1653647266845,-0.17,-2.18,-4.08,-1.28,2.22,4.25,-0.42,36.99,34.85
1653647266849,-0.08,-2.1,-4.23,-1.17,2.35,4.07,0.66,34.75,36.91
1653647266854,0.01,-2,-4.37,-1.11,2.46,3.99,0.94,32.83,37.89
1653647266859,0.1,-1.86,-4.47,-1.07,2.68,3.85,0.94,29.64,38.56
1653647266864,0.14,-1.69,-4.55,-1.12,2.83,3.79,0.7,27.93,38.46
1653647266869,0.12,-1.49,-4.63,-1.2,3.05,3.76,-0.45,24.43,37.68
1653647266873,0.06,-1.32,-4.66,-1.25,3.21,3.85,-1.71,21.24,36.25
1653647266878,-0.01,-1.14,-4.58,-1.32,3.33,3.96,-3.36,17.11,34.53
1653647266883,-0.06,-1,-4.45,-1.41,3.45,4.04,-5.11,13.23,32.47
1653647266888,-0.15,-0.88,-4.34,-1.58,3.57,4.15,-7.35,8.4,29.81
1653647266893,-0.28,-0.78,-4.26,-1.62,3.61,4.18,-8.4,5.74,28.48
1653647266897,-0.39,-0.68,-4.16,-1.72,3.7,4.33,-9.94,2.38,26.55
1653647266902,-0.48,-0.58,-4.03,-1.8,3.73,4.46,-11.76,-1.12,25.12
1653647266907,-0.58,-0.54,-3.87,-1.78,3.74,4.7,-13.19,-4.62,23.79
1653647266912,-0.6,-0.51,-3.68,-1.71,3.74,4.9,-14.94,-7.7,22.74
1653647266917,-0.56,-0.5,-3.47,-1.63,3.76,5.03,-15.96,-9.66,21.9
1653647266921,-0.5,-0.49,-3.31,-1.58,3.79,5.13,-17.43,-11.09,20.71
1653647266926,-0.45,-0.44,-3.19,-1.51,3.87,5.22,-18.55,-11.06,19.76
1653647266931,-0.4,-0.37,-3.09,-1.46,3.95,5.37,-19.28,-10.57,19.1
1653647266936,-0.35,-0.28,-2.97,-1.39,4.07,5.56,-21.1,-9.76,17.66
1653647266941,-0.29,-0.16,-2.79,-1.36,4.18,5.8,-22.99,-9.31,15.98
1653647266945,-0.26,0,-2.52,-1.31,4.33,6.11,-24.57,-9.31,14.9
1653647266950,-0.22,0.17,-2.21,-1.25,4.5,6.49,-27.19,-8.89,12.06
1653647266955,-0.18,0.33,-1.9,-1.29,4.63,6.66,-29.43,-7.91,9.72
1653647266960,-0.21,0.5,-1.66,-1.45,4.82,6.95,-31.5,-6.37,7.48
1653647266965,-0.32,0.68,-1.44,-1.66,4.97,7.25,-33.74,-4.34,5.73
1653647266969,-0.51,0.85,-1.17,-1.9,5.12,7.67,-35.07,-2.73,4.78
1653647266974,-0.75,1.01,-0.81,-2.01,5.22,8.26,-36.99,-0.91,4.08
1653647266979,-0.9,1.17,-0.3,-2.02,5.22,8.95,-37.73,-0.52,4.4
1653647266984,-0.95,1.22,0.36,-2.01,5.2,9.44,-37.45,-0.14,4.78
1653647266989,-0.93,1.22,1,-2,5.15,10.07,-35.7,1.08,6.01
1653647266994,-0.92,1.2,1.51,-2.02,5.15,10.58,-32.41,3.18,7.34
1653647266999,-0.92,1.2,2,-2.01,5.17,11.07,-27.93,5.67,9.16
1653647267003,-0.92,1.22,2.48,-1.98,5.22,11.52,-22.47,7.91,11.33
1653647267008,-0.91,1.27,2.94,-1.96,5.3,11.9,-16.55,9.52,13.95
1653647267013,-0.87,1.35,3.33,-1.96,5.41,12.17,-10.39,10.36,16.65
1653647267018,-0.86,1.44,3.63,-1.95,5.5,12.29,-4.41,10.92,19.06
1653647267023,-0.85,1.54,3.78,-1.92,5.58,12.34,-0.24,10.81,20.78
1653647267027,-0.82,1.63,3.86,-1.87,5.64,12.35,4.65,9.97,22.21
1653647267032,-0.78,1.66,3.87,-1.82,5.71,12.26,9.34,7.56,23.26
1653647267037,-0.72,1.72,3.81,-1.8,5.74,12.18,11.34,5.67,23.61
1653647267042,-0.69,1.75,3.69,-1.78,5.85,11.96,13.23,2.1,23.47
1653647267046,-0.7,1.81,3.52,-1.75,5.97,11.84,13.16,-1.57,22.98
1653647267051,-0.66,1.89,3.36,-1.79,6.11,11.7,11.79,-5.53,22.39
1653647267056,-0.69,2.02,3.22,-1.8,6.26,11.61,10.22,-8.89,21.9
1653647267061,-0.74,2.14,3.11,-1.75,6.39,11.53,6.72,-14.66,20.81
1653647267066,-0.72,2.27,3.02,-1.7,6.44,11.5,3.99,-18.06,20.11
1653647267070,-0.65,2.38,2.95,-1.52,6.61,11.49,-0.45,-23.24,18.54
1653647267075,-0.57,2.49,2.92,-1.37,6.67,11.53,-3.64,-26.49,16.93
1653647267080,-0.44,2.57,2.93,-1.24,6.67,11.55,-6.33,-28.21,14.3
1653647267085,-0.32,2.57,2.95,-1.1,6.6,11.59,-8.4,-28.28,11.36
1653647267090,-0.22,2.54,2.97,-1.03,6.51,11.61,-9.66,-27.3,8.21
1653647267094,-0.14,2.45,2.99,-1.01,6.43,11.63,-10.15,-24.08,4.43
1653647267099,-0.11,2.34,2.99,-1.04,6.27,11.53,-9.94,-20.93,2.37
1653647267104,-0.14,2.2,2.92,-1.12,6.21,11.35,-8.89,-14.8,0.55
1653647267109,-0.2,2.13,2.76,-1.24,6.25,11.21,-7.17,-7.38,-0.12
1653647267114,-0.34,2.14,2.56,-1.53,6.34,11.07,-5.6,-1.75,0.27
1653647267118,-0.56,2.19,2.41,-1.78,6.55,10.99,-2.97,5.95,2.89
1653647267123,-0.8,2.35,2.33,-1.93,6.6,10.97,-1.01,9.38,6.08
1653647267128,-1,2.47,2.28,-2.07,6.63,11.01,0.24,8.92,9.61
1653647267133,-1.15,2.5,2.3,-2.14,6.68,11.03,-0.21,6.12,12.13
1653647267138,-1.23,2.54,2.32,-2.02,6.75,10.99,-1.68,-1.57,15.49
1653647267142,-1.17,2.57,2.27,-1.85,6.81,11.06,-3.01,-9.69,17.38
1653647267147,-0.99,2.64,2.32,-1.5,6.93,11.3,-4.34,-20.12,18.57
1653647267152,-0.75,2.72,2.48,-1.28,6.98,11.4,-5.56,-31.15,18.82
1653647267157,-0.49,2.81,2.64,-0.75,7.35,11.68,-6.19,-43.26,17.38
1653647267162,-0.12,3.08,2.84,-0.46,7.27,11.76,-6.72,-51.52,15.91
1653647267167,0.18,3.15,2.95,-0.26,6.93,11.87,-8.05,-62.93,12.69
1653647267171,0.35,2.9,3.01,-0.13,6.6,12.01,-8.4,-70.21,9.44
1653647267176,0.46,2.47,3.17,0.05,5.89,12.29,-7.66,-75.36,5.76
1653647267181,0.56,1.93,3.38,0.24,5.27,12.39,-5.35,-77.39,1.32
1653647267186,0.68,1.32,3.52,0.42,4.84,12.42,-0.38,-75.64,-3.72
1653647267191,0.83,0.72,3.56,0.69,4.17,12.7,6.05,-73.47,-9.25
1653647267195,1.01,0.17,3.75,0.91,3.65,12.72,13.05,-70.74,-14.96
1653647267200,1.19,-0.37,3.85,1.03,3.14,12.44,20.51,-66.92,-20.07
1653647267205,1.29,-0.9,3.68,1.06,2.79,12.1,25.83,-62.51,-23.39
1653647267210,1.32,-1.4,3.27,1,2.32,11.45,34.3,-52.85,-27.63
1653647267215,1.26,-1.82,2.76,0.94,2.11,11.06,40.42,-43.12,-29.73
1653647267220,1.17,-2.15,2.25,0.82,1.83,10.5,43.89,-34.82,-30.46
1653647267224,1.04,-2.45,1.71,0.58,1.65,9.84,47.88,-19.95,-29.55
1653647267229,0.87,-2.64,1.19,0.43,1.57,9.46,49.35,-10.99,-28.19
1653647267234,0.67,-2.79,0.69,0.19,1.49,8.85,50.12,0.24,-24.9
1653647267239,0.5,-2.89,0.22,0.05,1.46,8.4,49.14,12.98,-19.79
1653647267243,0.35,-2.95,-0.23,-0.1,1.52,8.14,47.42,19.04,-16.18
1653647267248,0.19,-2.95,-0.59,-0.23,1.57,7.77,42.94,27.16,-10.34
1653647267253,0.07,-2.91,-0.93,-0.35,1.75,7.47,39.65,30.62,-6.73
1653647267258,-0.01,-2.8,-1.2,-0.4,1.88,7.4,33.21,32.13,-0.99
1653647267263,-0.06,-2.64,-1.31,-0.39,2.11,7.32,27.47,30.03,2.54
1653647267267,-0.06,-2.48,-1.36,-0.33,2.31,7.31,23.06,27.16,5.03
1653647267272,0.02,-2.29,-1.39,-0.21,2.54,7.29,15.64,20.58,7.58
1653647267277,0.13,-2.07,-1.39,-0.14,2.72,7.3,11.48,16.24,8.04
1653647267282,0.24,-1.84,-1.38,-0.04,2.96,7.42,5.74,7.49,7.76
1653647267287,0.33,-1.6,-1.28,0.13,3.24,7.59,2.13,-0.14,6.57
1653647267291,0.45,-1.37,-1.14,0.28,3.36,7.75,-0.56,-8.33,4.12
1653647267296,0.59,-1.2,-0.98,0.42,3.44,7.81,-2.48,-16.06,0.55
1653647267301,0.74,-1.08,-0.87,0.54,3.46,7.93,-3.53,-22.92,-3.9
1653647267306,0.85,-1.04,-0.76,0.64,3.44,7.99,-4.02,-28.7,-9.29
1653647267311,0.94,-1.06,-0.69,0.74,3.33,7.95,-4.02,-32.51,-14.96
1653647267315,1,-1.12,-0.69,0.81,3.18,7.87,-3.39,-33.49,-19.54
1653647267320,1.06,-1.25,-0.76,0.85,3.05,7.79,-1.78,-31.81,-26.86
1653647267325,1.1,-1.41,-0.87,0.86,2.82,7.62,-0.56,-29.43,-31.3
1653647267330,1.12,-1.59,-0.98,0.8,2.67,7.41,1.54,-23.69,-37.25
1653647267335,1.08,-1.75,-1.17,0.7,2.54,7.14,2.94,-17.71,-41.17
1653647267339,0.99,-1.87,-1.41,0.59,2.46,6.84,3.5,-11.41,-44.15
1653647267344,0.89,-1.98,-1.69,0.46,2.42,6.54,3.71,-4.44,-45.76
1653647267349,0.75,-2.03,-2.05,0.24,2.39,6.07,3.46,2.69,-46.49
1653647267354,0.59,-2.07,-2.42,0.06,2.37,5.67,2.8,8.05,-46.46
1653647267359,0.45,-2.07,-2.81,-0.1,2.35,5.34,1.15,16.55,-45.41
1653647267363,0.31,-2.08,-3.15,-0.25,2.35,5.01,-0.73,22.61,-44.18
